0.7,0.2,7,32,78.125,50.0,54.0695836104539,8.62,70.2,115,5130260,84252,0.01395205594599247
0.7,0.3,7,24,78.125,62.5,65.52220417152763,12.8,68.86,93,3958804,63244,0.014605430886149406
0.7,0.4,7,16,78.125,75.0,76.97482473260138,9.87,67.41,128,2787348,42236,0.012458989396691322
0.7,0.5,7,7,78.125,89.0625,89.85902286380933,12.5,60.95,107,1469460,18602,0.018409572541713715
0.7,0.6,7,5,78.125,92.1875,92.72217800407776,10.0,54.3,36,1176596,13350,0.030767694115638733
0.7,0.7,7,3,78.125,95.3125,95.5853331443462,10.09,49.93,106,883732,8098,0.01712498441338539
0.7,0.8,7,2,78.125,96.875,97.0169107144804,10.06,44.35,95,737300,5472,0.008937079459428787
0.7,0.9,7,2,78.125,96.875,97.0169107144804,10.06,44.51,81,737300,5472,0.010342691093683243
0.8,0.1,5,44,84.375,31.25,37.35512500408866,10.0,68.52,69,5138452,114912,0.013391277752816677
0.8,0.2,5,32,84.375,50.0,54.41630232127086,10.12,67.43,61,3823636,83616,0.012732377275824547
0.8,0.3,5,24,84.375,62.5,65.79042053272566,10.94,68.29,118,2947092,62752,0.013276102021336555
0.8,0.4,5,16,84.375,75.0,77.16453874418046,10.1,65.0,95,2070548,41888,0.014440227299928665
0.8,0.5,5,7,84.375,89.0625,89.96042173206712,12.37,60.79,92,1084436,18416,0.025017838925123215
0.8,0.6,5,5,84.375,92.1875,92.80395128493082,10.0,55.02,78,865300,13200,0.021622763946652412
0.8,0.7,5,3,84.375,95.3125,95.64748083779452,10.16,44.49,59,646164,7984,0.020710334181785583
0.8,0.8,5,2,84.375,96.875,97.06924561422638,10.13,43.76,160,536596,5376,0.013162336312234402
0.8,0.9,5,2,84.375,96.875,97.06924561422638,10.13,34.38,36,536596,5376,0.06783873587846756
0.9,0.1,1,44,96.875,31.25,38.28406947457941,9.24,63.26,110,1640468,113208,0.013450480066239834
0.9,0.2,1,32,96.875,50.0,55.10973974290481,10.11,60.04,51,1210388,82344,0.02725464664399624
0.9,0.3,1,24,96.875,62.5,66.32685325512173,9.39,61.34,95,923668,61768,0.022555703297257423
0.9,0.4,1,16,96.875,75.0,77.54396676733866,10.29,59.83,77,636948,41192,0.028279835358262062
0.9,0.5,1,7,96.875,89.0625,90.1632194685827,12.66,56.93,87,314388,18044,0.030557071790099144
0.9,0.6,1,5,96.875,92.1875,92.96749784663693,10.0,54.54,105,242708,12900,0.049101322889328
0.9,0.7,1,3,96.875,95.3125,95.77177622469118,10.0,46.96,94,171028,7756,0.02943645976483822
0.9,0.8,1,2,96.875,96.875,97.17391541371828,10.0,41.62,76,135188,5184,0.038510896265506744
0.9,0.9,1,2,96.875,96.875,97.17391541371828,10.0,41.61,68,135188,5184,0.045602504163980484
