method,model,seed,threshold,kept_conv1_1,kept_conv1_2,kept_conv2_1,kept_conv2_2,kept_conv3_1,kept_conv3_2,kept_conv3_3,kept_conv4_1,kept_conv4_2,kept_conv4_3,kept_conv5_1,kept_conv5_2,kept_conv5_3,pruned_conv1_1_pct,pruned_conv1_2_pct,pruned_conv2_1_pct,pruned_conv2_2_pct,pruned_conv3_1_pct,pruned_conv3_2_pct,pruned_conv3_3_pct,pruned_conv4_1_pct,pruned_conv4_2_pct,pruned_conv4_3_pct,pruned_conv5_1_pct,pruned_conv5_2_pct,pruned_conv5_3_pct,total_param_red_pct,pre_acc,val_acc,epochs,early_stop,flops,flops_red_pct,params,ece
pg,vgg16,42,0.7000,2,5,8,20,9,7,8,29,4,10,14,2,37,96.8750,92.1875,93.7500,84.3750,96.4844,97.2656,96.8750,94.3359,99.2188,98.0469,97.2656,99.6094,92.7734,99.5295,1.0000,1.7100,55,True,2011080,99.6806,70756,0.0016
