epoch,train_loss,train_acc,val_loss,val_acc
1,4.001638410110473,0.11466,3.376314692687988,0.2079
2,3.594212663574219,0.17028,3.1408906547546387,0.2463
3,3.423897085723877,0.19714,2.989767248916626,0.2749
4,3.2834895849609373,0.22134,2.8891226470947267,0.2886
5,3.1905536602783204,0.23454,2.823681921005249,0.3074
6,3.11499541305542,0.25132,2.7240627910614013,0.3277
7,3.0460709075164796,0.26388,2.677992784500122,0.333
8,2.989548861923218,0.2773,2.5886601806640623,0.3565
9,2.9399265045928957,0.28538,2.5857432830810545,0.3626
10,2.899634045257568,0.2921,2.5188104316711426,0.3706
11,2.861863602523804,0.30078,2.4883724510192873,0.3775
12,2.8285711742401123,0.30606,2.4614788772583007,0.381
13,2.790541398010254,0.31556,2.428855977630615,0.3907
14,2.7629039987182615,0.31856,2.429578600311279,0.3897
15,2.7377197837829588,0.32682,2.407414614868164,0.3965
16,2.718352993621826,0.33016,2.3661031730651856,0.4037
17,2.6911199160766603,0.3358,2.382707888031006,0.4031
18,2.665953068084717,0.34064,2.3510610969543455,0.4043
19,2.6490871369934084,0.3416,2.319465108680725,0.4155
20,2.6225081743621828,0.34948,2.3003169620513915,0.42
21,2.6070482392883303,0.35316,2.2891387985229494,0.417
22,2.5896723314666747,0.35666,2.2867825073242187,0.4202
23,2.575257323760986,0.35766,2.300192872619629,0.4181
24,2.5599885677337646,0.36348,2.268043892478943,0.4291
25,2.548786609344482,0.3627,2.236719745635986,0.4378
26,2.530833971710205,0.36784,2.2420887844085695,0.4243
27,2.5253230890655516,0.36948,2.22983936958313,0.4328
28,2.504715332107544,0.37366,2.2184417026519774,0.4353
29,2.490227421722412,0.37848,2.2111865240097046,0.4441
30,2.482529290161133,0.38014,2.194001774787903,0.4393
31,2.463801955795288,0.38442,2.183810140609741,0.4448
32,2.4575521810150147,0.3833,2.205125020980835,0.4418
33,2.4477001153564455,0.38798,2.1834838222503663,0.4445
34,2.4390952674102784,0.38626,2.1567525173187256,0.454
35,2.422461142730713,0.38974,2.171676565551758,0.4473
36,2.4173145236206053,0.39316,2.141784899330139,0.4554
37,2.4064058264160155,0.3954,2.145452184486389,0.4563
38,2.398544648590088,0.39718,2.108379725456238,0.4635
39,2.3921868910217285,0.39848,2.1229379905700685,0.4582
40,2.378901219787598,0.39944,2.1450720405578614,0.4544
41,2.3712636015319823,0.40078,2.1019329402923583,0.4603
42,2.3662939427185057,0.40296,2.113412902832031,0.4645
43,2.356196095275879,0.40394,2.120055104827881,0.4527
44,2.3537730574798585,0.40728,2.0907688575744627,0.4668
45,2.3330000521850587,0.4124,2.136881707763672,0.4511
46,2.3372849726867675,0.40988,2.0699420679092406,0.4678
47,2.326694491119385,0.41,2.09555954284668,0.4612
48,2.3257260188293456,0.41124,2.0922149988174437,0.4638
49,2.314763382720947,0.4124,2.0986805028915407,0.4624
50,2.3097492877960204,0.417,2.067941572380066,0.4705
51,2.3009817655944826,0.41834,2.068620371055603,0.4713
52,2.2966985822296144,0.4189,2.066339434814453,0.471
53,2.296529976043701,0.41756,2.0605901617050173,0.4695
54,2.291497641906738,0.41826,2.067674238586426,0.4717
55,2.2838688275909425,0.42166,2.066006269836426,0.4706
56,2.275543953323364,0.42062,2.060472450828552,0.4738
57,2.2654595626068117,0.42726,2.0472406393051146,0.4768
58,2.2581299127197267,0.42572,2.0516367389678956,0.4712
59,2.257447506027222,0.4268,2.0369588470458986,0.4759
60,2.2571575842285156,0.42756,2.031647476196289,0.4773
61,2.2489219026947023,0.42968,2.0238615650177003,0.48
62,2.248409793319702,0.43056,2.0113758947372435,0.483
63,2.2394871622085573,0.43204,2.0273410820007323,0.4809
64,2.2399039792633055,0.43074,2.005426903915405,0.481
65,2.235480690231323,0.43188,2.017648141479492,0.4813
66,2.2332529386901854,0.4305,2.0281186391830444,0.4795
67,2.2251118919372557,0.43746,1.9940149892807006,0.4906
68,2.2137273041534424,0.4376,1.999841767501831,0.4848
69,2.218196226425171,0.43648,2.0196068937301637,0.4826
70,2.2083178578186033,0.44016,2.006558266067505,0.4815
71,2.211665718765259,0.43718,2.0135004741668703,0.4804
72,2.20974934715271,0.43744,2.0160049293518068,0.4804
73,2.209035063781738,0.43884,1.992008473777771,0.4872
74,2.191995701980591,0.43914,1.9809222454071045,0.4916
75,2.1927683836364746,0.43998,1.989975113105774,0.4867
76,2.178758491668701,0.44156,1.9945442453384399,0.4835
77,2.185531506881714,0.44254,1.9889018730163575,0.4892
78,2.188336881561279,0.44218,1.9870635131835936,0.4842
79,2.177689130706787,0.44466,1.9943208145141602,0.4899
80,2.1780988592147827,0.4431,2.0004001079559326,0.4796
81,2.0913513594055178,0.4669,1.9179162467956543,0.5011
82,2.0911624683380126,0.46732,1.9162055530548097,0.5026
83,2.0800030163574217,0.46652,1.9110140550613404,0.5029
84,2.0680197983551025,0.47148,1.9071172695159913,0.5054
85,2.0728707427215576,0.46948,1.9012267972946166,0.5051
86,2.058293745727539,0.47554,1.9028555912017822,0.505
87,2.056236022605896,0.47398,1.9039622634887696,0.5064
88,2.065403188858032,0.47208,1.8991940635681153,0.5099
89,2.0496702449035644,0.47656,1.8957957349777221,0.5094
90,2.0518407302856447,0.4775,1.8976165975570678,0.5069
91,2.042428989906311,0.47794,1.8952263725280762,0.5091
92,2.0490589847564697,0.47706,1.895781971359253,0.5114
93,2.0524827403259276,0.47524,1.8914791151046753,0.5086
94,2.04617325050354,0.48058,1.8920909076690673,0.51
95,2.0447233982086184,0.47842,1.8884119472503662,0.5113
96,2.0405497859191897,0.47796,1.885844058227539,0.5117
97,2.040737042388916,0.47844,1.8866997133255006,0.5119
98,2.049174316711426,0.47894,1.8818449508666992,0.5147
99,2.041651850128174,0.47884,1.8836956615447997,0.5136
100,2.0381750508117675,0.48066,1.8824246704101562,0.5141
101,2.0420439963150026,0.4791,1.8842968437194825,0.5113
102,2.037130003967285,0.48034,1.8820713647842406,0.5136
103,2.0275236347961427,0.48006,1.8795581575393676,0.5129
104,2.027299970970154,0.47996,1.8795841968536378,0.516
105,2.032299362640381,0.47986,1.8820224269866943,0.5153
106,2.022871385116577,0.48154,1.8822920127868652,0.5176
107,2.027996533546448,0.4834,1.8803624656677247,0.5128
108,2.0224362784576417,0.48278,1.8804202978134155,0.5151
109,2.0224941976165773,0.48334,1.883935595703125,0.5137
110,2.0191209149551392,0.48362,1.87675786819458,0.5169
111,2.0122484593963623,0.48768,1.876673685646057,0.5168
112,2.012148706588745,0.48666,1.8747893426895141,0.5178
113,2.0159246054840088,0.48782,1.87502413482666,0.5175
114,2.0147955362701415,0.48948,1.8752586240768432,0.5178
115,2.0198161670684813,0.4855,1.8761717754364013,0.518
116,2.0114787228393554,0.4857,1.8758047760009766,0.518
117,2.013634012298584,0.4872,1.8740754848480226,0.518
118,2.012360495300293,0.4846,1.8740337549209596,0.5183
119,2.015557195510864,0.4862,1.874813346862793,0.5179
120,2.012546928100586,0.48804,1.8750952007293702,0.5182
121,2.0109313541412352,0.48586,1.8752247722625732,0.5177
122,2.0119381871795654,0.48658,1.8731709844589233,0.5183
123,2.009397783508301,0.48358,1.873318857383728,0.5178
124,2.0132123606109618,0.48598,1.8742268733978271,0.517
125,2.0115845281219484,0.48472,1.8721442317962647,0.5183
126,2.0060864895248414,0.48712,1.873216145515442,0.5163
127,2.0083424337005615,0.48566,1.8739696315765382,0.5176
128,2.0105186561584474,0.4874,1.8714624898910523,0.5185
129,2.0088987614440916,0.48494,1.874240333366394,0.5174
130,2.0103012117767336,0.4856,1.872949897003174,0.5192
131,2.0123955963516234,0.48792,1.8722994747161865,0.518
132,2.0191142293548583,0.4843,1.8730524124145507,0.5179
133,2.0074115532684327,0.48762,1.870862493133545,0.5175
134,2.008047573852539,0.48768,1.8725080417633058,0.5174
135,2.00892590385437,0.48432,1.8710297397613525,0.5191
136,2.0105105982208253,0.48732,1.8733414657592773,0.5184
137,2.007363872756958,0.48836,1.8710797328948974,0.5179
138,2.0090106373596193,0.48854,1.8713960416793822,0.5179
139,2.0023988692474366,0.4875,1.8721915328979493,0.5175
