epoch,train_loss,train_acc,val_loss,val_acc
93,1.6133122815322876,0.54844,1.4005400016784668,0.6044
94,1.6147175355911254,0.55002,1.3964161882400512,0.6068
95,1.609462398262024,0.55344,1.3964973091125488,0.6065
96,1.6044214295959474,0.55314,1.394657678604126,0.6054
97,1.6049316269302367,0.55386,1.3925929874420166,0.6073
98,1.6071014896011353,0.55172,1.3917186296463013,0.6071
99,1.6007987323379516,0.55678,1.3957409492492676,0.6051
100,1.6044521968841552,0.55532,1.3903328773498536,0.606
101,1.5959589902114868,0.55298,1.3839444602966309,0.6084
102,1.593200327796936,0.55554,1.3965042709350586,0.6075
103,1.588217886428833,0.55612,1.3880422006607056,0.6072
104,1.5823698862457276,0.55994,1.3827121116638184,0.6108
105,1.5887679611968994,0.5574,1.383637075996399,0.6085
106,1.5797130519866944,0.55836,1.3836507104873657,0.6083
107,1.5782479791259765,0.56062,1.3907560493469238,0.6087
108,1.577291679801941,0.5607,1.384374591445923,0.6074
109,1.5682428086853026,0.56092,1.379562105178833,0.6113
110,1.5649813213729857,0.56028,1.3781297630310059,0.6088
111,1.5732081058883667,0.56136,1.3832003147125245,0.6063
112,1.560919686279297,0.5611,1.3776198530197143,0.6072
113,1.5611861025619507,0.56322,1.3758209894180298,0.6107
114,1.565530858078003,0.56244,1.3757599029541017,0.6128
115,1.5609441385650635,0.56308,1.3772461040496826,0.6077
116,1.5572735680389405,0.56548,1.3728601432800294,0.6086
117,1.5438463399124145,0.56918,1.3742382259368897,0.6114
118,1.5503668030929565,0.56704,1.3693444362640381,0.6107
119,1.547686079673767,0.56688,1.3771397045135498,0.61
120,1.541877166442871,0.56856,1.3678706802368163,0.6087
121,1.5488940787506102,0.5648,1.3761635759353639,0.6053
122,1.5429021493911743,0.56834,1.3681741235733031,0.6106
123,1.5358591210174561,0.56944,1.3716849702835083,0.6111
124,1.5367326554107665,0.56938,1.365676683807373,0.6131
125,1.5396067319869995,0.56964,1.3663785787582396,0.6094
126,1.5271187232208252,0.5716,1.3689220252990724,0.6105
127,1.5246094026947021,0.5735,1.3662617275238038,0.6134
128,1.5310243974304198,0.57198,1.365823903274536,0.6132
129,1.5170638185882568,0.5753,1.3693219890594484,0.6137
130,1.5228740752792358,0.57312,1.3630812339782714,0.6136
131,1.5195221133422852,0.57336,1.3664879726409913,0.6117
132,1.5095553539276123,0.57686,1.3633674518585206,0.6128
133,1.518386718597412,0.57356,1.362494264984131,0.6128
134,1.5137632217025756,0.57442,1.357992940711975,0.6146
135,1.505916499595642,0.57794,1.358477473640442,0.6152
136,1.5138991061019897,0.57282,1.3565345426559448,0.6139
137,1.5092727212905883,0.57702,1.3580015594482422,0.6158
138,1.4994517437744141,0.579,1.363119575881958,0.613
139,1.5071312817764282,0.57714,1.360193916130066,0.6146
140,1.4992169191360474,0.58004,1.3530405279159545,0.6148
141,1.4953764234161377,0.58058,1.3523687870025636,0.6165
142,1.4982001257324218,0.58064,1.3586666444778441,0.6145
143,1.4993149063110351,0.5782,1.360754047203064,0.6147
144,1.4875757970428467,0.58224,1.359554058456421,0.6161
145,1.482100910987854,0.58468,1.3500756397247315,0.6168
146,1.4902501656341554,0.58162,1.3560869291305542,0.6165
147,1.4897749486923217,0.58258,1.3508362659454345,0.6161
148,1.4849629950714112,0.58312,1.3491943922042846,0.6176
149,1.48366969871521,0.58304,1.3531708141326904,0.6172
150,1.485341861038208,0.58158,1.3440456926345825,0.6182
151,1.4877833276367187,0.58282,1.3502199367523193,0.6182
152,1.482067887954712,0.58294,1.350321234512329,0.6196
153,1.4829812868499757,0.58474,1.3456150289535522,0.617
154,1.4791939859771728,0.58586,1.3430746768951416,0.6173
155,1.479311792640686,0.5855,1.343009624481201,0.6168
156,1.4751033032989502,0.58356,1.3416011310577391,0.6198
157,1.4769811347961426,0.58492,1.3459316205978393,0.6183
158,1.461625786972046,0.58536,1.3466830446243285,0.6167
159,1.4701459326553346,0.58658,1.3378677515029906,0.6203
160,1.478428776626587,0.58316,1.3387377822875977,0.6211
161,1.468109096069336,0.58586,1.3383297882080079,0.6207
162,1.455724005203247,0.58874,1.3454677124023438,0.6189
163,1.461924613418579,0.5877,1.3395430339813232,0.6216
164,1.463113638305664,0.58874,1.3359939977645874,0.6204
165,1.4617323679351806,0.58984,1.3369741495132446,0.6219
166,1.4537547578430177,0.58734,1.3407604991912843,0.6192
167,1.4575319509506226,0.5903,1.335551495552063,0.6211
168,1.44823528175354,0.58962,1.3365125045776367,0.6214
169,1.444235291519165,0.5932,1.3371937118530273,0.6198
170,1.4453582033538819,0.59316,1.3394011779785155,0.6216
171,1.4522087929534913,0.59086,1.3328126726150513,0.6227
172,1.438719871749878,0.59356,1.3363463474273682,0.6188
173,1.4500061225128174,0.59288,1.336777317047119,0.6234
174,1.4437666865539551,0.59334,1.3388474264144898,0.6207
175,1.440648313331604,0.59468,1.3338043605804444,0.6204
176,1.4347345606994628,0.59568,1.3301424755096436,0.6232
177,1.4460208753204347,0.59394,1.3306934265136718,0.6236
178,1.4308336280059815,0.5949,1.3287642358779908,0.6218
179,1.4373571912384033,0.59152,1.3281683483123778,0.624
180,1.4333478214645385,0.59492,1.3325585014343262,0.625
181,1.4302696209716796,0.59236,1.3310020427703857,0.6225
182,1.4347788681793212,0.5946,1.327166152572632,0.6264
183,1.4292313013839721,0.59514,1.3241758672714234,0.6282
184,1.4311082178497314,0.59314,1.3271440668106078,0.6242
185,1.42046489112854,0.60026,1.3246082023620604,0.6257
186,1.4174593601989747,0.59898,1.3280300552368165,0.6221
187,1.4224145028305053,0.59826,1.320741721343994,0.6241
188,1.423804670677185,0.59868,1.3249280490875244,0.626
189,1.421110417289734,0.59914,1.3232386644363403,0.6257
190,1.4171983652114868,0.5984,1.316082586669922,0.6253
191,1.4188408811187745,0.59902,1.320988369178772,0.626
192,1.4145338415527344,0.60092,1.3202381925582887,0.6234
193,1.4147455024719238,0.6024,1.3181001243591308,0.6276
194,1.4131796976470947,0.59802,1.3263963413238526,0.6257
195,1.4092946396255492,0.60082,1.3238229398727417,0.6268
196,1.4126027753448487,0.59992,1.3152406700134278,0.6269
197,1.409401714515686,0.60052,1.3115016876220704,0.6299
198,1.4059229977035523,0.60184,1.3155168367385863,0.6258
199,1.4029802674865723,0.60322,1.3139753524780273,0.6286
200,1.4154902624893189,0.59794,1.3170845520019532,0.6257
