method,model,prune_ratio,seed,pre_acc,val_acc,epochs,early_stop,flops,flops_red_pct,params,param_red_pct,ece,kept_conv1,kept_conv2,kept_conv3,kept_conv4,kept_conv5,kept_conv6,pruned_conv1_pct,pruned_conv2_pct,pruned_conv3_pct,pruned_conv4_pct,pruned_conv5_pct,pruned_conv6_pct
sliming,conv6net,0.7000,42,0.9100,24.9900,135,True,8144840,89.7568,181604,78.3327,0.0776,10,10,19,19,38,38,68.7500,68.7500,70.3125,70.3125,70.3125,70.3125
