method,model,prune_ratio,seed,pre_acc,val_acc,epochs,early_stop,flops,flops_red_pct,params,param_red_pct,ece,kept_conv1,kept_conv2,pruned_conv1_pct,pruned_conv2_pctsvd,
conv2net,0.7000,42,0.7900,35.9200,127,True,5343432,87.8126,486500,70.6589,0.0411,10,19,68.7500,70.3125
