method,model,prune_ratio,seed,pre_acc,val_acc,epochs,early_stop,flops,flops_red_pct,params,param_red_pct,ece,kept_conv1_1,kept_conv1_2,kept_conv2_1,kept_conv2_2,kept_conv3_1,kept_conv3_2,kept_conv3_3,kept_conv4_1,kept_conv4_2,kept_conv4_3,kept_conv5_1,kept_conv5_2,kept_conv5_3,pruned_conv1_1_pct,pruned_conv1_2_pct,pruned_conv2_1_pct,pruned_conv2_2_pct,pruned_conv3_1_pct,pruned_conv3_2_pct,pruned_conv3_3_pct,pruned_conv4_1_pct,pruned_conv4_2_pct,pruned_conv4_3_pct,pruned_conv5_1_pct,pruned_conv5_2_pct,pruned_conv5_3_pct
sliming,vgg16,0.7000,42,1.0000,9.4900,141,True,57985096,90.7921,130660,99.1311,0.0269,19,19,38,38,77,77,77,154,154,154,154,154,154,70.3125,70.3125,70.3125,70.3125,69.9219,69.9219,69.9219,69.9219,69.9219,69.9219,69.9219,69.9219,69.9219
